"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"653","Fennekin","Fox Pokemon","",".40","9.40","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Magician","The Pokemon steals the held item of a Pokemon it hits with a move.","87.5","12.5","X / Y","0","0","0","1","0","0","45","Medium Slow","1059860","61","70","40","45","40","62","60","60","Field","","20","","","","",""
"654","Braixen","Fox Pokemon","","1.00","14.50","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Magician","The Pokemon steals the held item of a Pokemon it hits with a move.","87.5","12.5","X / Y","0","0","0","2","0","0","45","Medium Slow","1059860","143","70","59","59","58","90","70","73","Field","","20","653","Level Up","Level 16","",""
"655","Delphox","Fox Pokemon","","1.50","39.00","Fire","Psychic","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Magician","The Pokemon steals the held item of a Pokemon it hits with a move.","87.5","12.5","X / Y","0","0","0","3","0","0","45","Medium Slow","1059860","240","70","75","69","72","114","100","104","Field","","20","654","Level Up","Level 36","",""
"155","Cyndaquil","Fire Mouse Pokemon","",".50","7.90","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Flash Fire","Powers up the Pokemon's Fire-type moves if it's hit by one.","87.5","12.5","Gold / Silver / Crystal","0","0","0","0","0","1","45","Medium Slow","1059860","62","70","39","52","43","60","50","65","Field","","20","","","","",""
"156","Quilava","Volcano Pokemon","",".90","19.00","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Flash Fire","Powers up the Pokemon's Fire-type moves if it's hit by one.","87.5","12.5","Gold / Silver / Crystal","0","0","0","1","0","1","45","Medium Slow","1059860","142","70","58","64","58","80","65","80","Field","","20","155","Level Up","Level 14","",""
"157","Typhlosion","Volcano Pokemon","","1.70","79.50","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Flash Fire","Powers up the Pokemon's Fire-type moves if it's hit by one.","87.5","12.5","Gold / Silver / Crystal","0","0","0","3","0","0","45","Medium Slow","1059860","240","70","78","84","78","109","85","100","Field","","20","156","Level Up","Level 36","",""
"725","Litten","Fire Cat Pokemon","",".40","4.30","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","87.5","12.5","Sun / Moon","0","0","0","0","0","1","45","Medium Slow","1059860","64","70","45","65","40","60","40","70","Field","","15","","","","",""
"726","Torracat","Fire Cat Pokemon","",".70","25.00","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","87.5","12.5","Sun / Moon","0","0","0","0","0","2","45","Medium Slow","1059860","147","70","65","85","50","80","50","90","Field","","15","725","Level Up","Level 17","",""
"727","Incineroar","Heel Pokemon","","1.80","83.00","Fire","Dark","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","87.5","12.5","Sun / Moon","0","3","0","0","0","0","45","Medium Slow","1059860","239","70","95","115","90","80","90","60","Field","","15","726","Level Up","Level 34","",""
"390","Chimchar","Chimp Pokemon","",".50","6.20","Fire","","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Iron Fist","Powers up punching moves.","87.5","12.5","Diamond / Pearl","0","0","0","0","0","1","45","Medium Slow","1059860","62","70","44","58","44","58","44","61","Field","Human-Like","20","","","","",""
"391","Monferno","Playful Pokemon","",".90","22.00","Fire","Fighting","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Iron Fist","Powers up punching moves.","87.5","12.5","Diamond / Pearl","0","0","0","1","0","1","45","Medium Slow","1059860","142","70","64","78","52","78","52","81","Field","Human-Like","20","390","Level Up","Level 14","",""
"392","Infernape","Flame Pokemon","","1.20","55.00","Fire","Fighting","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Iron Fist","Powers up punching moves.","87.5","12.5","Diamond / Pearl","0","1","0","1","0","1","45","Medium Slow","1059860","240","70","76","104","71","104","71","108","Field","Human-Like","20","391","Level Up","Level 36","",""
"500","Emboar","Mega Fire Pig Pokemon","","1.60","150.00","Fire","Fighting","Blaze","Powers up Fire-type moves when the Pokemon's HP is low.","","","Reckless","Powers up moves that have recoil damage.","87.5","12.5","Black / White","0","3","0","0","0","0","45","Medium Slow","1059860","238","70","110","123","65","100","65","65","Field","","20","499","Level Up","Level 36","",""
"229-1","Houndoom","Dark Pokemon","","1.90","49.50","Dark","Fire","Solar Power","Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.","","","","","50","50","X / Y","0","0","0","2","0","0","45","Slow","1250000","210","35","75","90","90","140","90","115","Field","","20","","","","229","Mega Evolution"
"142-1","Aerodactyl","Fossil Pokemon","","2.10","79.00","Rock","Flying","Tough Claws","Powers up moves that make direct contact.","","","","","87.5","12.5","X / Y","0","0","0","0","0","2","45","Slow","1250000","215","70","80","135","85","70","95","150","Flying","","35","","","","142","Mega Evolution"
"376-1","Metagross","Iron Leg Pokemon","","2.50","942.90","Steel","Psychic","Tough Claws","Powers up moves that make direct contact.","","","","","100","0","Omega Ruby / Alpha Sapphire","0","0","3","0","0","0","3","Slow","1250000","315","35","80","145","150","105","110","110","Mineral","","40","","","","376","Mega Evolution"
"6-1","Charizard","Flame Pokemon","","1.70","110.50","Fire","Dragon","Tough Claws","Powers up moves that make direct contact.","","","","","87.5","12.5","X / Y","0","0","0","3","0","0","45","Medium Slow","1059860","285","70","78","130","111","130","85","100","Monster","Dragon","20","","","","6","Mega X Evolution"
"745-2","Lycanroc","Wolf Pokemon","",".80","25.00","Rock","","Tough Claws","Powers up moves that make direct contact.","","","","","50","50","Ultra Sun / Ultra Moon","0","2","0","0","0","0","90","Medium Fast","1000000","170","70","75","117","65","55","65","110","Field","","15","744-1","Level Up","Level 25 Between 5pm And 6pm In-Game Time","745","Dusk Form"
"383","Groudon","Continent Pokemon","Legendary","3.50","950.00","Ground","","Drought","Turns the sunlight harsh when the Pokemon enters a battle.","","","","","0","0","Ruby / Sapphire","0","3","0","0","0","0","3","Slow","1250000","302","0","100","150","140","100","90","90","Undiscovered","","120","","","","",""
"6-2","Charizard","Flame Pokemon","","1.70","100.50","Fire","Flying","Drought","Turns the sunlight harsh when the Pokemon enters a battle.","","","","","87.5","12.5","X / Y","0","0","0","3","0","0","45","Medium Slow","1059860","285","70","78","104","78","159","115","100","Monster","Dragon","20","","","","6","Mega Y Evolution"
"7","Squirtle","Tiny Turtle Pokemon","",".50","9.00","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Rain Dish","The Pokemon gradually regains HP in rain.","87.5","12.5","Red / Blue / Yellow","0","0","1","0","0","0","45","Medium Slow","1059860","63","70","44","48","65","50","64","43","Monster","Water 1","20","","","","",""
"8","Wartortle","Turtle Pokemon","","1.00","22.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Rain Dish","The Pokemon gradually regains HP in rain.","87.5","12.5","Red / Blue / Yellow","0","0","1","0","1","0","45","Medium Slow","1059860","142","70","59","63","80","65","80","58","Monster","Water 1","20","7","Level Up","Level 16","",""
"9","Blastoise","Shellfish Pokemon","","1.60","85.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Rain Dish","The Pokemon gradually regains HP in rain.","87.5","12.5","Red / Blue / Yellow","0","0","0","0","3","0","45","Medium Slow","1059860","239","70","79","83","100","85","105","78","Monster","Water 1","20","8","Level Up","Level 36","",""
"258","Mudkip","Mud Fish Pokemon","",".40","7.60","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","87.5","12.5","Ruby / Sapphire","0","1","0","0","0","0","45","Medium Slow","1059860","62","70","50","70","50","50","50","40","Monster","Water 1","20","","","","",""
"259","Marshtomp","Mud Fish Pokemon","",".70","28.00","Water","Ground","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","87.5","12.5","Ruby / Sapphire","0","2","0","0","0","0","45","Medium Slow","1059860","142","70","70","85","70","60","70","50","Monster","Water 1","20","258","Level Up","Level 16","",""
"260","Swampert","Mud Fish Pokemon","","1.50","81.90","Water","Ground","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","87.5","12.5","Ruby / Sapphire","0","3","0","0","0","0","45","Medium Slow","1059860","241","70","100","110","90","85","90","60","Monster","Water 1","20","259","Level Up","Level 36","",""
"656","Froakie","Bubble Frog Pokemon","",".30","7.00","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Protean","Changes the Pokemon's type to the type of the move it's about to use.","87.5","12.5","X / Y","0","0","0","0","0","1","45","Medium Slow","1059860","63","70","41","56","40","62","44","71","Water 1","","20","","","","",""
"657","Frogadier","Bubble Frog Pokemon","",".60","10.90","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Protean","Changes the Pokemon's type to the type of the move it's about to use.","87.5","12.5","X / Y","0","0","0","0","0","2","45","Medium Slow","1059860","142","70","54","63","52","83","56","97","Water 1","","20","656","Level Up","Level 16","",""
"658","Greninja","Ninja Pokemon","","1.50","40.00","Water","Dark","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Protean","Changes the Pokemon's type to the type of the move it's about to use.","87.5","12.5","X / Y","0","0","0","0","0","3","45","Medium Slow","1059860","239","70","72","95","67","103","71","122","Water 1","","20","657","Level Up","Level 36","",""
"728","Popplio","Sea Lion Pokemon","",".40","7.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Liquid Voice","All sound-based moves become Water-type moves.","87.5","12.5","Sun / Moon","0","0","0","1","0","0","45","Medium Slow","1059860","64","70","50","54","54","66","56","40","Water 1","Field","15","","","","",""
"729","Brionne","Pop Star Pokemon","",".60","17.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Liquid Voice","All sound-based moves become Water-type moves.","87.5","12.5","Sun / Moon","0","0","0","2","0","0","45","Medium Slow","1059860","147","70","60","69","69","91","81","50","Water 1","Field","15","728","Level Up","Level 17","",""
"730","Primarina","Soloist Pokemon","","1.80","44.00","Water","Fairy","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Liquid Voice","All sound-based moves become Water-type moves.","87.5","12.5","Sun / Moon","0","0","0","3","0","0","45","Medium Slow","1059860","239","70","80","74","74","126","116","60","Water 1","Field","15","729","Level Up","Level 34","",""
"158","Totodile","Big Jaw Pokemon","",".60","9.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Sheer Force","Removes additional effects to increase the power of moves when attacking.","87.5","12.5","Gold / Silver / Crystal","0","1","0","0","0","0","45","Medium Slow","1059860","63","70","50","65","64","44","48","43","Monster","Water 1","20","","","","",""
"159","Croconaw","Big Jaw Pokemon","","1.10","25.00","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Sheer Force","Removes additional effects to increase the power of moves when attacking.","87.5","12.5","Gold / Silver / Crystal","0","1","1","0","0","0","45","Medium Slow","1059860","142","70","65","80","80","59","63","58","Monster","Water 1","20","158","Level Up","Level 18","",""
"160","Feraligatr","Big Jaw Pokemon","","2.30","88.80","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Sheer Force","Removes additional effects to increase the power of moves when attacking.","87.5","12.5","Gold / Silver / Crystal","0","2","1","0","0","0","45","Medium Slow","1059860","239","70","85","105","100","79","83","78","Monster","Water 1","20","159","Level Up","Level 30","",""
"501","Oshawott","Sea Otter Pokemon","",".50","5.90","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Shell Armor","A hard shell protects the Pokemon from critical hits.","87.5","12.5","Black / White","0","0","0","1","0","0","45","Medium Slow","1059860","62","70","55","55","45","63","45","45","Field","","20","","","","",""
"502","Dewott","Discipline Pokemon","",".80","24.50","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Shell Armor","A hard shell protects the Pokemon from critical hits.","87.5","12.5","Black / White","0","0","0","2","0","0","45","Medium Slow","1059860","145","70","75","75","60","83","60","60","Field","","20","501","Level Up","Level 17","",""
"503","Samurott","Formidable Pokemon","","1.50","94.60","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Shell Armor","A hard shell protects the Pokemon from critical hits.","87.5","12.5","Black / White","0","0","0","3","0","0","45","Medium Slow","1059860","238","70","95","100","85","108","70","70","Field","","20","502","Level Up","Level 36","",""
"393","Piplup","Penguin Pokemon","",".40","5.20","Water","","Torrent","Powers up Water-type moves when the Pokemon's HP is low.","","","Defeatist","Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.","87.5","12.5","Diamond / Pearl","0","0","0","1","0","0","45","Medium Slow","1059860","63","70","53","51","53","61","56","40","Water 1","Field","20","","","","",""
